有哪些女明星被潜规则啦	哪些女明星被潜规则了	1
怎么支付宝绑定银行卡？	银行卡怎么绑定支付宝	1
请问这部电视剧叫什么名字	请问谁知道这部电视剧叫什么名字	1
泰囧完整版下载	エウテルペ完整版下载	0
在沧州市区哪家卖的盐焗鸡好吃？	沧州饭店哪家便宜又好吃又实惠	0
男生说女生很像他自己什么意思	女生和男生说我想咬你是什么意思	0
影音先锋下载怎么那么慢？	影音先锋怎么下载	0
胆怯反义词是什么	胆怯的反义词是什么啊	1
“必须”和“必需”有什么区别？	必须和必需的区别是什么？	1
怎么在手机上找回支付宝支付密码	手机怎么找回支付宝的支付密码	1
什么软件可以自己制作图片？	用什么软件制作图片	0
如何免费下载百度文库资料	如何下载百度文库的资料	1
适合小学六年级的数学游戏。	适合小学一年级学生玩的数学游戏	0
怎么唱情歌的伴奏	怎么唱情歌伴奏	1
请问图片上的这个植物叫什么？	请问这图片上的是什么植物？	1
我的世界好玩不	我的世界哪里好玩了	0
世界上什么东西最恐怖	世界上最恐怖的东西是什么？	1
男主角是龙的小说有哪些	小花仙名字要有猫或喵字	0
请问您6月份花呗账单显示的是多少呢？	您好，花呗是蚂蚁微贷的	0
杨幂，唐嫣，谁更漂亮	杨幂和唐嫣谁更漂亮?	1
开手机店起什么名字	开手机店取什么名字好	1
什么牌子的保温水壶好	什么牌子的电水壶好	0
求风暴英雄激活码！	风暴英雄要激活码吗	0
腰酸是怎么回事？	怕冷是怎么回事？	0
求娱乐圈重生耽美文	求重生类娱乐圈耽美文	1
请问是什么牌子的手表	请问这手表什么牌子？	1
姥姥是指外婆还是奶奶？	外婆是奶奶还是姥姥？	0
洛杉矶是哪个州	洛杉矶在哪个州	1
万万没想到什么时候出第三季啊	万万没想到什么时候出第三季	1
形容人穿的好的四字成语	女人生孩子．打一四字成语	0
你喜欢什么小动物？	你喜欢什么动物。	1
什么是捡肥皂	什么叫捡肥皂。	1
广西艺术学院怎样	广西艺术学院怎么样	1
微博如何刷粉丝	微博如何刷粉丝？	1
哲学与自然科学的研究特点有何不同	网购属于自然科学类还是哲学社会科学类	0
迫不及待的及是什么意思？	迫不及待中的及是什么意思?	1
怎么瘦大小腿？、	怎样瘦大小腿？	1
辽宁省营口市的人口是多少	辽宁省鞍山市的人口是多少	0
现在什么歌流行好听	现在流行什么歌。好听的	1
这个是什么花啊？	这个什么花啊？	1
不讲诚信的故事	有关不讲诚信的故事，快	1
我帮那您核实下	那我帮您核实一下	1
是都可以修改手机的。	修改手机号的话是需要发送邮件操作修改的	0
湿疹用什么药膏最好~	慢性湿疹用什么药膏好	0
大组词，必采纳	诱组词。必采纳	0
请问是当前登陆这个163邮箱支付宝帐户的是吗？	您是通过邮箱提交的还是在支付宝网站提交的申诉呢？	0
保定市有什么好玩的地方	保定市有什么好玩的地方没	1
世界最好的枪是什么枪	世界上最好听的名字是什么	0
怎样煮干墨鱼汤	干的小墨鱼仔怎么吃	0
赛尔号希路达怎么得	赛尔号怎么得希路达	1
广州哪里有衣服批发市场	广州那里有衣服批发市场	1
电脑密码锁怎么用	用美图秀秀怎样做出这种效果？	0
移动宽带怎么样？	移动的宽带怎么样？	1
染发霜怎么用	染发笔怎样用	0
每天不吃早餐会怎么样，没大事吧！就感觉有点饿。	每天早上不吃早餐会影响健康吗	1
求适合中学生看的爱情电影	求适合中学生看的励志电影	0
形容很恨人的成语	形容吃东西又急又快的成语？	0
上面一个母下面一个子什么字	上面一个尸下面一个穴是什么字	0
哪里话费充值快便宜？	哪里充值(话费)最便宜？	1
请问这个美女是谁？叫什么名字啊？	请问这美女是谁?叫什么名字啊？	1
土豆上传视频要钱吗？	土豆上传的视频哪去了?	0
牛肉怎么画	干牛肉怎么炒	0
游戏人生怎么开通？	怎么开通游戏人生	1
天天酷跑外挂用什么软件？	天天酷跑开外挂要下什么软件	1
这张图片出自哪里啊？	这张图片是出自哪里的？	1
请问电脑如何免费打电话？	如何用电脑免费打电话	1
看图猜成语（如图）	如图看图猜成语	1
什么减肥产品最好	减肥产品什么最好	1
什么话是世界上通用的？	什么话可以世界通用？	1
一部很老的国外电影	寻一部电影名(国外片)	1
求这张图片的出处！	这张图片有出处吗？	1
剁椒鱼头怎么吃	如何做碟鱼头	0
弄假成真，指什么生肖？	弄假成真是什么生肖，急	1
什么牌子的粉饼好用	什么牌子粉饼好用又细	1
快乐崇拜是谁唱得	《快乐崇拜》是谁唱的	1
有什么好玩的单机游戏吗，下载地址	谁有单机游戏的下载地址,特好玩的那种	1
您的这个账户中有没有资金损失呢？	核实到您的资金的转账是成功的，是否是您的转账资金被骗了吗？	0
长江和黄河哪个宽？	黄河和长江哪个长？	0
纸尿裤什么好？	好之除了纸尿裤还做什么呀？	0
怎样向中国文明网签名	中国文明网怎麽签名	1
怎么微信公众平台	微信公众平台怎么啦	1
怎样提高淘宝店的销量咯！烦死我了	有没有人知道淘宝店如何提高销量？	1
怎么删除好友	么么答怎么删除好友	1
我爱小鲜肉什么意思？	我爱小鲜肉是什么意思？	1
我的配置玩游戏怎么样	这配置玩游戏怎么样？	1
谢霆锋喜欢王菲什么？	王菲喜欢谢霆锋什么	0
晴天霹雳，指什么生肖？	晴天霹雳形容什么生肖	1
长脸适合中分吗	长脸的我适合中分吗	1
女孩子取什么名字好听	什么名字好听女孩子	1
怎么才能让自己喜欢的人开心	怎么才能逗喜欢的人开心？	1
玫琳凯护肤品如何	玫琳凯护肤品怎么样？	1
天猫和淘宝有什么区别	天猫和淘宝网与淘宝特卖有什么区别	1
京东卖的是正品吗？	淘宝上买的都是真的吗？	0
怎样拥有超能力？	怎么才能拥有超能力，	1
各位大神学霸，求解题过程～	11.题求大神学霸解答，质量哦！	0
取得别人的信任叫什么	取得别人的信任的叫什么信	1
什么地作风	什么是作风？	0
苹果手机论坛哪个好？	苹果手机哪个论坛好	1
这样的话，建议您是可以从新操作申诉一下，申诉成功之后就可以操作认证的	您好，辛苦您有身份证时操作一下升级认证，之后就可以操作关联认证的	0
怎么让腿变直	怎样可以把腿变直	1
是您的银行卡没有吗？	联系过银行额度恢复了没有的呢	0
麻烦您在输入框输入一下的，您看可以吗？	麻烦我发的输入框输入一下才可以	1
我上土豆网为什么不能看视频？	我下载的问道怎么不能玩了啊	0
杭州美女都在那	杭州的美女多么	0
什么都是泡沫	什么是泡沫剧？	0
谢文东电视剧哪里能看全集？	哪里能看谢文东电视剧全集	1
推荐一些实用的心理学上书籍	推荐几本实用的心理学书籍	1
如何申请专利	怎样申请专利？	1
年的草体怎么写	晓的草体字怎么写	0
有什么好看的恐怖小说？	有什么好看的恐怖小说吗。	1
材料科学与工程专业方向	材料科学与工程专业前景	0
求别墅设计图纸	求别墅设计图纸！	1
我的电脑不能开机了！	电脑不能开机了	1
怎么安装黑苹果	搜苹果怎么安装	0
女人抗衰老吃什么？	女人吃什么可以抗衰老	1
吃核桃会发胖吗	核桃吃多了会发胖吗？	0
永恒之塔有私服么?	永恒之塔有私服吗	1
尤里的复仇下载	下载尤里的复仇	1
求男生黑白头像，动漫的，像这样	求男生萌动漫头像，要多哦	0
大龙虾怎么做才最好吃	活的大龙虾怎么做好吃	1
华为手机怎样？	华为手机怎么样？	1
怎么提高淘宝店流量！	如何提高淘宝流量	1
妓院搬家――打一地点	妓院搬家打一地名	1
晚做什么动作减肥	做什么动作能减肥	1
请问一个电视剧叫什么名字.	请问这部电视剧叫什么名字	1
一般的年终奖什么时候发	年终奖一般什么时候发？	1
疯狂猜成语，这是什么成语啊，	这是什么成语，《疯狂猜成语》	1
如何装修淘宝店铺	怎么装修淘宝店铺	1
怎么取消闲时流量？	如何取消闲时流量？	1
坐高铁能带白酒吗？	坐高铁能带白酒吗	1
怎样子网上下载视频啊？	如何下载网上视频	1
高三数学复习—三角函数的应用	2011届数学高三第一轮复习资料通用篇电子稿	0
金山背单词和百词斩哪个好。	金山背单词和百词斩哪个好？	1
郑州割双眼皮哪个医院好啊现在	郑州现在割双眼皮哪个医院行啊	1
射精太快是什么原因？	射精太快是什么原因	1
百度音乐好还是酷狗音乐好？	酷狗音乐好还是百度音乐好	1
大家为什么喜欢百度知道？	百度是大家都喜欢的网站吗	0
目前有什么好看的电影吗	目前有什么好看的电影？	1
北京的生活如何	北京生活怎么样	1
手机怎么免费刷钻？	手机怎么免费刷蓝钻	1
中国最好玩的地方在哪	中国最好玩的地方是哪里	0
为什么女人大多留长发！	为什么女人要留长发谢谢了，大神帮忙啊	1
学化妆哪里好？	哪里学化妆啊？	1
下载什么软件能送流量？	什么软件下载送流量	1
介绍好看的电影	好看电影介绍	1
彩虹岛现在哪里出水晶矿场门票	彩虹岛新地图水晶矿场门票哪里有爆！急！	1
旧衣服该怎么处理啊？	不穿了的旧衣服怎么处理啊？	1
雨后彩虹桥谁唱的	雨后彩虹桥是谁唱的	1
那些年，我们一起追的女孩，种子	那些年我们一起追的女孩种子下载	1
用一副七巧板中的五块拼成一个正方形	七巧板中用两块拼出一个长方形和一个四边形。	0
鹿晗的这个发型叫什么！	请问鹿晗这个发型是什么烫。	0
马铃薯是土豆吗？	马铃薯就是土豆吗？	1
怎样把脚变窄	脚很宽怎样可以变窄	1
怎样网上购物	怎么网上购物？	1
把爱带回家的主题曲叫什么名字？	把爱带回家的主题曲名字叫什么。	1
吃什么可以利尿	我想问吃什么最利尿	1
科比和乔丹谁的后仰跳投更好？	乔丹和科比谁的后仰跳投最帅，有视频、对比	0
都会有记录	这边是没有核实到有密码错误的记录的。	0
求鉴定耐克真假	求鉴定耐克真假，	1
在手机上怎么赚钱	手机怎么可以赚钱	1
红色运动鞋跟蓝色牛仔裤配吗	喇叭牛仔裤配运动鞋可以吗	0
自己怎样在家快速练胸肌	在家怎么练胸肌最有效	1
求种子，你们懂得…	求种子，你们懂得！	1
我是中短发，适合烫什么发型	我适合什么发型，短发	1
辛苦您在邮件中提供一下您的资金来源凭证，麻烦您了。	麻烦您提供一下完整的转账流水号，麻烦您问一下您的朋友的，辛苦您了。	0
有没有什么好看的战争片	现在有什么好看的战争片	1
清洁面膜哪款好？	清洁面膜哪款好	1
韩国自助游有什么好玩的地方？	韩国首尔有什么好玩的地方	0
十二生肖尾巴最长的动物是什么	十二生肖什么动物尾巴最长	1
这个笑话是什么意思	这个笑话什么意思	1
您有营业执照吗	请问您的营业执照号码后有（1-1）吗？	0
世界最深海沟	世界上最深的海沟是	1
请问杭州到乌镇怎么去啊?在哪坐车?	从乌镇去杭州怎么坐车?需要多少时间?谢谢!	0
怎么样对付恶婆婆	怎样对付婆婆	1
路由器是什么，有什么作用	路由器是什么，有什么作用，详细的，谢谢。	1
宅男玩的单机游戏	很老的单机游戏	0
梦幻西游单人副本	梦幻西游副本难度	0
长春哪里治疗癫痫最好	长春哪里治疗癫痫最好？	1
八月十三是什么星座啊？	八月十三是什么星座	1
请问您的家人的姓名是？	请问对方的姓名是？	0
北京过年有什么好玩的地方	北京过年有什么好玩的地方？	1
带鱼那么长怎么煮呀	带鱼怎么洗呀	0
新还珠格格。	新还珠格格有哪些火了	0
什么帽子好看？》	有什么好看的帽子	1
梦见狗咬自己的裤子	梦见裤子坏了	0
新西兰的首都是哪里	大汶口文化遗址在我国的：哪里？	0
巴塞罗那是哪个国家的	巴塞罗那是哪个国家的？	1
北京现在好找工作吗？	现在北京好找工作吗？	1
怎样才能有好的桃花运	我怎样才能招桃花运	1
求这个原头像图片	这个头像图片这么找	1
老师结婚送什么好	老师结婚说什么	0
预计到账时间：2015-05-1423	预计到账时间：2015-03-2723	0
您可以点击【账户通】-【我的银行卡】-【删除】的。	查询绑定账户的银行卡号，请您登录【支付宝账户】-【账户通】-【账户资产】-【银行卡】	0
韩束有卖眼霜吗？	韩束有眼霜吗	1
请问这是什么动漫呀	请问这是什么动漫啊	1
求陈永馨版本的你不知道的事伴奏！	求陈永馨你不知道的事伴奏！谢谢！	1
怎样折盒子	怎样开盒子	0
读后感的开头怎么写？	读后感开头怎么写啊！	1
这个空气净化器有用吗？	空气刘海是怎么样的	0
魏晨有女朋友么	魏晨有女朋友吗	1
寻世界上最萌的狗	世界上最萌的纯爷们	0
摄影好入门学吗	初中生学摄影用什么相机好？	0
晚安用韩语怎么写	晚安的韩语怎么写？	1
岁月静好安然若素什么意思	安然如斯什么意思	0
只有我一个人的个性签名	恨一个人的个性签名	0
我这个配置能玩巫师之怒吗？	我这配置能玩巫师之怒吗？	1
请问大便后出血是什么原因	大便流血是什么原因，	1
梦到死人背我是什么意思	梦到撕杀是什么意思？	0
津津有味的反义词是什么	津津有味的反义词是什么？	1
周迅的老公谁啊	周迅老公是谁，	1
新浪微博怎么申请	怎么申请新浪微博	1
您说下时间	您操作的时间范围是没有2小时的	0
有谁知道这个是什么字体吗？	谁知道这个是什么字体？	1
关于仙剑奇侠传4小说	仙剑奇侠传4小说	1
高考区域地理的复习资料哪种好？	那种高考地理复习资料好呢	1
兔子是什么？	兔子是什么	1
如何在手机上订票，	怎么用手机订票？	1
梦幻西游阴司鬼轿染色问题	梦幻西游饰品染色问题	0
沙发什么意思	沙发什么意思?	1
彩虹是什么颜色的？	彩虹是有什么颜色？	1
唐嫣有男朋友吗	唐嫣有男朋友吗？	1
黑巧克力的好处	巧克力的好处	1
小品演员的名字	求一小品名字	0
麻烦您先提供账户哦	麻烦您将账户提供。	1
霁月光风是指什么生肖？	霁月光风指什么生肖	1
津津乐道的意思是什么呀	津津乐道的道什么意思	0
怎么找话题跟男朋友聊天	怎么和男朋友找话题聊天	1
初音未来的图片有那些	这个初音未来的图片	1
2013森工总局林业局教师招聘考试	河北省林业局考试	0
今天天气好晴朗，58论文好风尚，问君知否？	今天天气好晴朗处处好风光接下句	0
苹果产地是哪里	苹果的产地是哪里？	1
一岁一枯荣的枯是什么意思	荣枯线是什么意思	0
请问这是哪个电影	请问这是什么电影啊	1
高铁的潮汕站在哪里	潮汕高铁站在哪里	1
大家想要的朋友是怎样的？只是想了解一下…	想了解一下这是什么虫啊？最近看到好多	0
钓王八用什么钩图	什么是王八运	0
梦见捡棉衣服穿是什么意思	梦见新衣服破了什么意思	0
福建哪里好玩	福建哪里好玩	1
求剑灵这个任务怎么做	剑灵鬼都来的人任务怎么接	0
温州是哪个省的	温州在哪个省	1
粘玻璃用什么胶	做热弯玻璃用什么布	0
怎样删除黑名单的人	微信好友删除怎么游戏里还有她	0
求这个女生的头像	有头像吗？女生的	1
亲，这边是无法查询的哈	这边查询到是由于证件模糊的。	0
有什么好看的黑道言情小说和黑道校园小说	有什么好看的黑道校园言情小说	1
孕妇适合什么补水面膜	孕妇能用什么补水面膜	1
顺丰快递能承包吗	顺丰快递承包好吗	0
法律保障与限制自由的关系	思想自由化与思想道德修养和法律规律课的关系	0
穿越火线生化酒店踏空跳怎么跳？求教！	穿越火线踏空跳录像高分求！	0
请教一个高中地理问题雪线	请教一个高中地理问题天气系统	0
我的世界钻石怎么挖	我的世界怎么刷钻石	1
科幻画怎样画	科幻画怎么画？这张行吗？	1
怎么投诉苏宁易购啊	怎样能投诉苏宁易购？	1
正确的刷牙方法是什么	刷牙的正确方法是什么啊	1
一首唱不完的歌	爱是一首唱不完的歌、对么	0
怎么用淘宝账号查注册邮箱？	怎么用邮箱号怎么注册淘宝账号	1
碘的四氯化碳溶液呈什么颜色	四氯化碳溶液是什么颜色的？	0
怎样让声音变得好听？	怎样让声音变好听？	1
横折提的笔画怎么写	笔画横折钩怎么写	0
请您提供一下卡号，辛苦您了	请您提供一下户号的辛苦您了	0
与你共勉是什么意思？	与汝共勉是什么意思？	1
有什么电视剧好看的，要爱情的	有什么好看的爱情电视剧吗，	1
您好，麻烦您查看一下您的网购还款是否有记录，辛苦您了	您好，麻烦您在交易记录查询一下您的这笔交易的确认收货的时间，辛苦您了	0
转账支票怎么填写	转账支票如何填写	1
为何要去旅游	我要去旅游啦	0
显卡驱动问题	关于显卡驱动的问题	1
求这张图的高清大图~	求这张图的大图！高清！	1
淘宝怎么增加流量	怎么增加淘宝流量	1
哪里地震了，刚刚	刚刚哪里地震了	1
学文科好还是理科好	文科好还是理科好？	1
凯立德导航怎样升级	怎么用美图秀秀抠图	0
谢谢你！妈妈！作文	妈妈谢谢你作文	1
教师如何处理学生的早恋问题	作为老师应如何处理学生早恋问题	1
财务会计基础知识学习资料.txt	学习会计专业英语的网站	0
西湖是什么省的	什么什么的西湖	0
初二英语作文、、	英语作文初二	1
天猫店铺怎么提升动态啊？	天猫店铺怎样提升动态啊？	1
萝卜条怎么炒	萝卜菜怎么做	0
佛山布艺沙发那些品牌好？	什么品牌布艺沙发好	0
特种兵之火凤凰演员简历	特种兵之火凤凰几部	0
求这个火影小游戏…	求这个火影小游戏	1
什么而什么的马路。？	马路对什么	0
欢乐斗地主版本怎么变成先癞子再加倍了	QQ游戏癞子斗地主怎么突然没有了	0
怎么改无线网密码阿	无线网密码怎么改	1
如果没有钱你会爱我吗？	没有钱你会爱我吗	1
这边是已经帮您操作取消了转账的，辛苦您查询下转账的状态	这边帮您核实您的账户查询资金是已经操作转账成功的，辛苦您了。	0
张柏芝儿子是谁的	张柏芝的儿子是谁的	1
求男生黑白头像，动漫的，像这样	求类似这样唯美的猫耳男的图片	0
哪里可以学做面包	哪里学做面包好	1
三国演义是谁写的。	三国演义是谁写的	1
井柏然付辛博	付辛博和井柏然哪个好	1
花粉怎么喝	花粉怎么用？	0
求蔡骏《人间》下的完整版	求蔡骏《人间》上中卷完整版	0
形容跑的非常快的成语	形容看的非常近的成语	0
求这部漫画的名字	求这部漫画名字	1
古剑奇谭什么时候放	古剑奇谭什么时候演？	1
部落战争单机破解版哪有?	跪求部落战争coc的单机版	0
头发怎样长得快？	头发怎么长得快	1
怎样去核桃的绿皮	核桃怎么去绿皮	1
如何让自己的心静下来？	怎样让心静下来？	1
有什么网站提供日文原版轻小说下载，带插图	跪求北京哪里能买到日文原版的轻小说？自己看分	0
大家看看这是什么车？	帮我看看这是什么？	0
为什么打麻将老输钱	为什么打麻将老输钱？	1
辛苦您使用网银充值支付宝账户余额，然后使用账户余额付款可以吗？	建议您可以在电脑端使用网银先充值到您的余额，再通过余额转入余额宝的呢	0
有什么好看的欧美电影？	有什么好看的电影欧美的	1
申请补户口怎么写？	分户口申请怎么写	0
这件衣服是什么料子的？	这件衣服的料子是用什么做的	1
小沈阳有女儿吗张什么样	愿大家天天都有好心情	0
感冒的时候还可以喝酒吗？	感冒时可以喝酒吗	1
小学生用英语怎么说？	我是一个小学生用英语怎么说	0
怎么设置支付宝的限额？	怎么设置支付宝的限额呢？	1
谁有变形金刚铃声？	谁有变形金刚铃声	1
土豆丝怎么做好吃？	菜夹馍土豆丝怎么变好吃	0
阳历8月23日是什么星座	8月29是什么星座	0
什么牌子的啤酒好喝	啤酒什么牌子的好喝啊？	1
这三个字念什么	恏响伱这三个字念什么？	1
网上兼职有哪些工作可以做	网上兼职哪些工作可以做	1
如何用银行卡充值支付宝？	怎样用银行卡对支付宝充值？	1
什么牌子的电动工具好	电动工具什么牌子好？	1
孕妇可以吃猕猴桃吗？	孕妇可以吃猕猴桃吗	1
电烤箱什么牌子的好	电烤箱什么牌子好	1
胰岛素笔注射针头可以重复使用吗？	有没有通用的胰岛素注射笔啊	0
请问您说的什么不对呢？	嗯哈？~什么意思呢？~	0
有身份证号，怎么查询姓名	怎么用身份证号查询姓名	1
苹果手机怎么删除铃声	苹果怎么删除手机中的铃声	1
什么牌子的乳胶漆好？	最好的乳胶漆是什么牌子	1
东风小康，风光这款车怎么样？	东风小康风光这款车怎么样.低配得多少钱.	1
可以用红包了吗？	根据红包的使用规则使用	0
手机铃声怎么下载	怎么下载手机铃声	1
自然堂面膜怎么样	自然蔻面膜怎么样	0
什么族忌吃牛肉	腌牛肉用什么酒	0
大笑是什么意思？	大笑是什么意思	1
哪里批发服装最便宜	最便宜的服装批发哪里有？	1
文章马伊琍怎么好上的	文章和马伊琍怎么啦？	1
是哪位明星？	这是哪位明星	1
滨州情侣婚纱摄影和玛雅风情一个老板吗	广州金夫人玛雅婚纱摄影怎么样	0
谁要玩奥拉星？	谁帮我玩奥拉星	0
韩语思密达是什么意思	思密达韩语的意思是什么	1
会当凌绝顶下一句是	会当凌绝顶后一句	1
一首好听的男女粤语歌	一首好听的女声粤语歌。	0
左眼皮跳了，是代表什么啊？	左眼皮跳代表什么	1
请问这用中文怎么翻译？	请问下面这句英文如何翻译成中文啊	0
争权夺利猜什么生肖	争权夺利、是什么生肖？	1
如何手机下载彩铃？	怎样下载手机彩铃	1
求好看的头像女生的	求好看的女生头像，	1
求都市召唤小说	求都市召唤类小说！	1
